Student_id,Code_module,Assessment_score,Student_sum_click,Region,Highest_education,Student_final_result
601653,EEE,65.52000000000001,1047.0,North Region,HE Qualification,Pass
601757,EEE,96.2,5170.0,Scotland,HE Qualification,Distinction
601873,EEE,85.20000000000002,701.0,South Region,HE Qualification,Pass
602007,EEE,95.6,2904.0,Ireland,Post Graduate Qualification,Pass
602133,EEE,85.88,3444.0,South West Region,A Level or Equivalent,Pass
602233,EEE,93.4,2527.0,West Midlands Region,HE Qualification,Pass
602268,EEE,87.36,1679.0,Yorkshire Region,A Level or Equivalent,Distinction
602269,EEE,78.88000000000001,663.0,Yorkshire Region,HE Qualification,Pass
602275,EEE,84.16,2586.0,East Anglian Region,A Level or Equivalent,Pass
602288,EEE,85.92000000000002,1793.0,South Region,A Level or Equivalent,Pass
602389,EEE,49.8,2059.0,London Region,A Level or Equivalent,Fail
602398,EEE,66.36,1049.0,West Midlands Region,A Level or Equivalent,Fail
602424,EEE,70.88000000000001,1223.0,East Anglian Region,Lower Than A Level,Pass
602663,EEE,86.04,1896.0,Wales,Lower Than A Level,Distinction
602703,EEE,92.28000000000002,1734.0,South East Region,A Level or Equivalent,Pass
602718,EEE,89.52000000000001,1251.0,Scotland,Post Graduate Qualification,Pass
602816,EEE,10.24,1497.0,London Region,A Level or Equivalent,Fail
602827,EEE,92.12,2386.0,West Midlands Region,Lower Than A Level,Pass
603222,EEE,86.48000000000002,874.0,West Midlands Region,Lower Than A Level,Pass
603309,EEE,83.12,2238.0,South West Region,A Level or Equivalent,Pass
603455,EEE,91.6,2374.0,Ireland,Lower Than A Level,Pass
603477,EEE,85.4,1397.0,East Anglian Region,HE Qualification,Pass
603503,EEE,85.4,1415.0,Yorkshire Region,A Level or Equivalent,Distinction
603639,EEE,88.6,2082.0,North Western Region,A Level or Equivalent,Distinction
604050,EEE,74.72000000000001,869.0,North Region,A Level or Equivalent,Pass
604378,EEE,91.92,1157.0,North Region,HE Qualification,Pass
604393,EEE,87.52000000000001,2484.0,South Region,A Level or Equivalent,Pass
604517,EEE,82.80000000000001,2997.0,Scotland,Lower Than A Level,Pass
604685,EEE,89.28000000000002,3359.0,East Anglian Region,A Level or Equivalent,Pass
604906,EEE,73.96000000000001,2091.0,South Region,Lower Than A Level,Pass
605111,EEE,83.24000000000001,1968.0,South East Region,Lower Than A Level,Pass
605264,EEE,77.16000000000001,1213.0,West Midlands Region,Lower Than A Level,Pass
605361,EEE,89.32000000000002,1775.0,London Region,Lower Than A Level,Distinction
606047,EEE,91.12,2312.0,South Region,A Level or Equivalent,Distinction
606206,EEE,90.52,1920.0,Scotland,A Level or Equivalent,Distinction
606373,EEE,75.56,2260.0,South East Region,HE Qualification,Pass
606724,EEE,92.16,1571.0,East Anglian Region,A Level or Equivalent,Pass
606743,EEE,53.48,486.0,London Region,Lower Than A Level,Pass
606918,EEE,87.36000000000001,1775.0,South Region,A Level or Equivalent,Distinction
607060,EEE,7.04,418.0,South Region,A Level or Equivalent,Fail
607085,EEE,80.76000000000002,779.0,Scotland,A Level or Equivalent,Pass
607143,EEE,82.84,3737.0,Scotland,Lower Than A Level,Pass
607178,EEE,81.4,2001.0,East Anglian Region,HE Qualification,Pass
607600,EEE,87.6,2777.0,South Region,Lower Than A Level,Pass
607636,EEE,88.08000000000001,2390.0,Wales,A Level or Equivalent,Pass
607814,EEE,33.160000000000004,554.0,East Midlands Region,A Level or Equivalent,Fail
607835,EEE,89.96000000000001,1766.0,South Region,A Level or Equivalent,Pass
607947,EEE,94.32,2248.0,North Western Region,A Level or Equivalent,Distinction
608024,EEE,74.96000000000001,1345.0,Ireland,HE Qualification,Pass
608130,EEE,64.36000000000001,2944.0,South West Region,Lower Than A Level,Pass
608243,EEE,98.64,829.0,South Region,A Level or Equivalent,Distinction
608504,EEE,85.64,2484.0,North Western Region,A Level or Equivalent,Pass
608744,EEE,78.04,2795.0,North Region,A Level or Equivalent,Pass
608884,EEE,49.64,680.0,East Anglian Region,Lower Than A Level,Pass
609025,EEE,95.52,1294.0,London Region,Lower Than A Level,Pass
609192,EEE,69.96000000000001,842.0,Scotland,Lower Than A Level,Pass
609527,EEE,94.68,1779.0,South East Region,HE Qualification,Distinction
609682,EEE,82.72000000000001,1360.0,North Western Region,HE Qualification,Pass
610025,EEE,75.8,2031.0,Scotland,HE Qualification,Pass
610158,EEE,70.12,970.0,East Anglian Region,Lower Than A Level,Pass
610188,EEE,92.12,1321.0,North Western Region,A Level or Equivalent,Pass
610453,EEE,92.72,6634.0,Ireland,Lower Than A Level,Pass
610503,EEE,74.16000000000001,1271.0,West Midlands Region,A Level or Equivalent,Pass
610549,EEE,81.16,1194.0,North Western Region,A Level or Equivalent,Pass
610575,EEE,98.68,3423.0,West Midlands Region,HE Qualification,Pass
610855,EEE,81.24000000000001,1802.0,East Midlands Region,Lower Than A Level,Pass
610873,EEE,79.88000000000001,1614.0,East Midlands Region,Lower Than A Level,Pass
610888,EEE,27.76,557.0,South West Region,Lower Than A Level,Fail
610979,EEE,29.480000000000004,409.0,South Region,A Level or Equivalent,Fail
611033,EEE,87.48,1668.0,North Region,Post Graduate Qualification,Distinction
611049,EEE,90.44,845.0,North Region,A Level or Equivalent,Distinction
611062,EEE,94.16,1339.0,South West Region,A Level or Equivalent,Fail
611202,EEE,89.04,2501.0,Scotland,A Level or Equivalent,Distinction
611206,EEE,27.880000000000003,398.0,Wales,Lower Than A Level,Fail
611255,EEE,94.68000000000002,7126.0,Ireland,A Level or Equivalent,Pass
611344,EEE,87.92000000000002,2111.0,South Region,Lower Than A Level,Pass
611402,EEE,89.64000000000001,1661.0,South Region,HE Qualification,Pass
611561,EEE,35.720000000000006,474.0,Scotland,A Level or Equivalent,Fail
611564,EEE,81.92000000000002,2481.0,Scotland,A Level or Equivalent,Pass
611639,EEE,39.72,578.0,Scotland,A Level or Equivalent,Fail
612048,EEE,71.28,1148.0,Scotland,A Level or Equivalent,Pass
612177,EEE,83.72000000000001,1355.0,Scotland,HE Qualification,Distinction
612183,EEE,85.56,5231.0,Scotland,A Level or Equivalent,Distinction
612187,EEE,83.76,3704.0,Scotland,HE Qualification,Distinction
612191,EEE,13.92,1367.0,Scotland,Lower Than A Level,Fail
943374,EEE,81.72,5208.0,Scotland,Lower Than A Level,Pass
965763,EEE,77.04,1477.0,North Western Region,A Level or Equivalent,Pass
991843,EEE,95.32,5137.0,Scotland,A Level or Equivalent,Distinction
1053702,EEE,91.4,1486.0,Scotland,HE Qualification,Distinction
1073766,EEE,84.88,2157.0,East Midlands Region,HE Qualification,Pass
1487084,EEE,74.84,3116.0,South East Region,HE Qualification,Pass
1529371,EEE,15.04,766.0,North Region,HE Qualification,Fail
1541906,EEE,59.72,763.0,West Midlands Region,Lower Than A Level,Fail
1561750,EEE,95.4,4521.0,Scotland,Lower Than A Level,Pass
1567505,EEE,78.96000000000001,2215.0,East Anglian Region,A Level or Equivalent,Pass
1622944,EEE,39.48,671.0,Scotland,A Level or Equivalent,Fail
1638548,EEE,61.6,2192.0,Scotland,A Level or Equivalent,Pass
1667346,EEE,91.04,1277.0,Yorkshire Region,HE Qualification,Pass
1725109,EEE,97.2,8226.0,Wales,HE Qualification,Distinction
1762336,EEE,57.96,1171.0,East Midlands Region,A Level or Equivalent,Fail
1781834,EEE,92.92000000000002,6389.0,Ireland,HE Qualification,Pass
1850818,EEE,58.760000000000005,706.0,South West Region,A Level or Equivalent,Pass
1861793,EEE,99.52,10832.0,South Region,Lower Than A Level,Distinction
1902240,EEE,94.44,4445.0,South Region,A Level or Equivalent,Distinction
1915408,EEE,80.12,1294.0,Scotland,HE Qualification,Pass
1924641,EEE,69.92,1637.0,Scotland,HE Qualification,Pass
1930644,EEE,77.00000000000001,547.0,Scotland,Lower Than A Level,Pass
1951925,EEE,12.96,473.0,Yorkshire Region,A Level or Equivalent,Fail
1954230,EEE,83.48000000000002,1670.0,North Western Region,A Level or Equivalent,Pass
1976350,EEE,82.92,942.0,Wales,A Level or Equivalent,Pass
1991903,EEE,89.76,1043.0,Yorkshire Region,A Level or Equivalent,Pass
1993955,EEE,68.44,843.0,Ireland,HE Qualification,Pass
1995239,EEE,57.96000000000001,2487.0,North Region,Lower Than A Level,Fail
1995532,EEE,89.88000000000001,902.0,Ireland,Post Graduate Qualification,Distinction
2028474,EEE,13.76,507.0,South Region,A Level or Equivalent,Fail
2033951,EEE,84.12,1459.0,West Midlands Region,A Level or Equivalent,Distinction
2046324,EEE,58.2,2053.0,Scotland,HE Qualification,Fail
2056643,EEE,61.2,3681.0,Scotland,A Level or Equivalent,Pass
2109119,EEE,89.52000000000001,2583.0,East Anglian Region,HE Qualification,Distinction
2134237,EEE,79.4,1565.0,North Region,HE Qualification,Pass
2134304,EEE,66.4,4039.0,Scotland,Lower Than A Level,Pass
2137413,EEE,34.36,1859.0,North Western Region,Lower Than A Level,Fail
2138146,EEE,55.440000000000005,1487.0,Wales,Lower Than A Level,Pass
2171834,EEE,94.68,2327.0,Scotland,HE Qualification,Pass
2199455,EEE,90.6,1445.0,South Region,A Level or Equivalent,Pass
2252437,EEE,75.52000000000001,2625.0,North Western Region,Lower Than A Level,Pass
2255516,EEE,90.6,4826.0,West Midlands Region,Lower Than A Level,Distinction
2274938,EEE,36.720000000000006,911.0,East Anglian Region,HE Qualification,Fail
2326597,EEE,44.48,642.0,London Region,A Level or Equivalent,Pass
2331750,EEE,91.28,1877.0,Scotland,Lower Than A Level,Pass
2389754,EEE,72.64,1999.0,North Region,HE Qualification,Pass
2408307,EEE,91.92,4426.0,South West Region,A Level or Equivalent,Distinction
2418732,EEE,90.56,3354.0,North Region,HE Qualification,Distinction
2435726,EEE,86.12,1528.0,Scotland,HE Qualification,Pass
2451726,EEE,76.32000000000001,1187.0,North Region,Lower Than A Level,Pass
2474006,EEE,73.48,1400.0,Ireland,HE Qualification,Pass
2474995,EEE,79.48,6124.0,North Region,HE Qualification,Pass
2485655,EEE,84.96000000000001,8085.0,East Anglian Region,HE Qualification,Distinction
2487990,EEE,88.04,1639.0,North Region,Post Graduate Qualification,Pass
2505299,EEE,90.64,2352.0,Scotland,A Level or Equivalent,Pass
2537898,EEE,82.0,1108.0,South Region,Lower Than A Level,Pass
2542645,EEE,54.88,432.0,South West Region,A Level or Equivalent,Fail
2564333,EEE,77.4,3335.0,North Western Region,A Level or Equivalent,Pass
2569834,EEE,60.64000000000001,1741.0,East Anglian Region,A Level or Equivalent,Pass
2574909,EEE,56.32000000000001,1884.0,Wales,HE Qualification,Pass
2588201,EEE,81.4,2786.0,South Region,Lower Than A Level,Pass
2590189,EEE,65.32000000000001,2386.0,Wales,HE Qualification,Pass
2598509,EEE,80.92,1245.0,London Region,Lower Than A Level,Pass
2598961,EEE,95.24,2779.0,East Anglian Region,HE Qualification,Distinction
2604856,EEE,68.88,2241.0,South Region,Lower Than A Level,Fail
2607824,EEE,89.24000000000001,2696.0,West Midlands Region,Lower Than A Level,Pass
2608828,EEE,89.36000000000001,1200.0,South East Region,HE Qualification,Pass
2615849,EEE,82.96000000000001,1759.0,South Region,Lower Than A Level,Pass
2616950,EEE,87.48,4396.0,North Region,A Level or Equivalent,Pass
2617635,EEE,77.72000000000001,832.0,West Midlands Region,A Level or Equivalent,Pass
2619025,EEE,86.96000000000001,2218.0,West Midlands Region,A Level or Equivalent,Distinction
2623263,EEE,95.0,3808.0,South Region,A Level or Equivalent,Distinction
2625693,EEE,92.28,1600.0,North Region,A Level or Equivalent,Pass
2634238,EEE,10.72,361.0,Yorkshire Region,Lower Than A Level,Fail
2641254,EEE,70.32,6832.0,East Anglian Region,Lower Than A Level,Pass
2641364,EEE,79.92000000000002,7324.0,East Midlands Region,A Level or Equivalent,Pass
2657915,EEE,89.4,1664.0,Yorkshire Region,Lower Than A Level,Distinction
2698535,EEE,53.44,3455.0,Wales,Lower Than A Level,Pass
25150,EEE,82.72000000000001,2103.0,North Western Region,HE Qualification,Pass
27780,EEE,42.6,553.0,Wales,A Level or Equivalent,Pass
29639,EEE,83.48,3517.0,North Region,Lower Than A Level,Pass
29820,EEE,79.4,2502.0,East Anglian Region,HE Qualification,Pass
35340,EEE,78.16000000000001,1812.0,South Region,A Level or Equivalent,Pass
35508,EEE,92.84,2270.0,South West Region,A Level or Equivalent,Distinction
64296,EEE,42.44,1239.0,Scotland,HE Qualification,Fail
70537,EEE,80.72000000000001,2434.0,London Region,Lower Than A Level,Pass
83219,EEE,84.60000000000002,3395.0,West Midlands Region,A Level or Equivalent,Pass
128971,EEE,84.32000000000001,1982.0,East Midlands Region,HE Qualification,Pass
135330,EEE,14.08,825.0,Scotland,HE Qualification,Fail
144745,EEE,86.56,1782.0,London Region,HE Qualification,Pass
148282,EEE,7.36,197.0,North Western Region,HE Qualification,Fail
156594,EEE,79.8,2094.0,South Region,Post Graduate Qualification,Pass
158831,EEE,76.04,981.0,London Region,A Level or Equivalent,Pass
165376,EEE,45.52,911.0,London Region,A Level or Equivalent,Pass
167791,EEE,88.24000000000001,2734.0,North Western Region,A Level or Equivalent,Distinction
170936,EEE,45.2,339.0,North Western Region,HE Qualification,Pass
182400,EEE,40.36,1523.0,North Region,HE Qualification,Fail
185057,EEE,76.36000000000001,3542.0,Ireland,HE Qualification,Pass
186476,EEE,80.4,1009.0,North Western Region,A Level or Equivalent,Pass
188260,EEE,77.32000000000001,918.0,Wales,A Level or Equivalent,Pass
188662,EEE,85.88000000000001,1818.0,Scotland,HE Qualification,Pass
193163,EEE,58.88000000000001,1729.0,Scotland,HE Qualification,Fail
197730,EEE,59.8,1035.0,Scotland,HE Qualification,Pass
198902,EEE,18.48,857.0,London Region,Lower Than A Level,Fail
231019,EEE,20.520000000000003,708.0,South West Region,Lower Than A Level,Fail
231339,EEE,90.96,4784.0,Scotland,Post Graduate Qualification,Distinction
234559,EEE,63.720000000000006,932.0,Scotland,HE Qualification,Pass
237934,EEE,8.16,201.0,Scotland,HE Qualification,Fail
244166,EEE,50.040000000000006,837.0,West Midlands Region,A Level or Equivalent,Fail
244977,EEE,92.52,5498.0,East Anglian Region,A Level or Equivalent,Distinction
247819,EEE,86.76,3868.0,South East Region,Lower Than A Level,Pass
248818,EEE,92.24,1018.0,South West Region,Lower Than A Level,Pass
256867,EEE,85.96000000000001,1913.0,Yorkshire Region,A Level or Equivalent,Distinction
267961,EEE,39.16,1056.0,Scotland,Lower Than A Level,Fail
274218,EEE,87.60000000000001,1498.0,London Region,Lower Than A Level,Pass
278786,EEE,66.92,692.0,Scotland,Lower Than A Level,Fail
285170,EEE,60.16000000000001,12938.0,London Region,A Level or Equivalent,Pass
289397,EEE,60.8,453.0,South East Region,A Level or Equivalent,Pass
291674,EEE,95.48,1989.0,West Midlands Region,A Level or Equivalent,Distinction
293686,EEE,95.92000000000002,3516.0,South West Region,A Level or Equivalent,Distinction
324257,EEE,49.400000000000006,1871.0,London Region,A Level or Equivalent,Pass
329455,EEE,88.28,2954.0,London Region,Post Graduate Qualification,Distinction
335355,EEE,79.68,975.0,South Region,A Level or Equivalent,Pass
338854,EEE,60.56,2022.0,Wales,HE Qualification,Pass
342957,EEE,86.2,1511.0,Scotland,Lower Than A Level,Pass
353368,EEE,57.28,444.0,North Western Region,A Level or Equivalent,Fail
353953,EEE,86.16,664.0,South East Region,A Level or Equivalent,Pass
366424,EEE,77.84,2188.0,South Region,HE Qualification,Pass
368306,EEE,58.56,749.0,East Midlands Region,A Level or Equivalent,Pass
380921,EEE,70.48,868.0,East Anglian Region,HE Qualification,Pass
382910,EEE,81.72000000000001,1299.0,East Anglian Region,HE Qualification,Pass
383239,EEE,90.4,1303.0,Wales,Lower Than A Level,Pass
389267,EEE,88.20000000000002,2595.0,North Western Region,A Level or Equivalent,Pass
393488,EEE,44.32000000000001,1607.0,London Region,No Formal quals,Pass
410810,EEE,84.76,1367.0,South Region,Lower Than A Level,Pass
411381,EEE,18.36,114.0,East Anglian Region,A Level or Equivalent,Fail
413891,EEE,31.72,667.0,Wales,A Level or Equivalent,Fail
417547,EEE,74.64,1280.0,South Region,Lower Than A Level,Pass
420333,EEE,70.88000000000001,2248.0,South East Region,Lower Than A Level,Pass
421111,EEE,40.84,1104.0,East Midlands Region,Lower Than A Level,Pass
424978,EEE,84.32000000000001,1752.0,Wales,Lower Than A Level,Pass
426316,EEE,81.44,1489.0,Scotland,HE Qualification,Pass
426616,EEE,60.88000000000001,3004.0,Scotland,HE Qualification,Pass
441852,EEE,87.12,1858.0,South West Region,A Level or Equivalent,Pass
443948,EEE,85.76,7119.0,London Region,Lower Than A Level,Pass
444197,EEE,87.88000000000001,1411.0,South Region,A Level or Equivalent,Pass
444349,EEE,32.68000000000001,366.0,East Anglian Region,A Level or Equivalent,Fail
446077,EEE,26.08,757.0,East Midlands Region,Lower Than A Level,Fail
447235,EEE,86.80000000000001,1202.0,East Anglian Region,A Level or Equivalent,Distinction
464724,EEE,78.68,5403.0,South Region,Lower Than A Level,Pass
467144,EEE,59.720000000000006,1201.0,East Anglian Region,A Level or Equivalent,Pass
469761,EEE,89.60000000000001,6339.0,South West Region,A Level or Equivalent,Pass
469861,EEE,95.12000000000002,637.0,North Western Region,HE Qualification,Pass
471018,EEE,13.6,426.0,West Midlands Region,Lower Than A Level,Fail
474628,EEE,89.28,1371.0,South West Region,HE Qualification,Pass
475497,EEE,30.56,586.0,Scotland,A Level or Equivalent,Fail
478550,EEE,87.60000000000001,7225.0,East Anglian Region,A Level or Equivalent,Pass
478791,EEE,94.72,4255.0,West Midlands Region,HE Qualification,Pass
479607,EEE,9.6,475.0,Wales,A Level or Equivalent,Fail
481618,EEE,96.44,2719.0,South East Region,A Level or Equivalent,Pass
485920,EEE,72.96000000000001,1457.0,East Anglian Region,Lower Than A Level,Pass
486836,EEE,83.12,1242.0,North Western Region,A Level or Equivalent,Pass
487239,EEE,81.76,2055.0,North Western Region,A Level or Equivalent,Pass
490587,EEE,9.92,690.0,Wales,Lower Than A Level,Fail
490662,EEE,12.0,613.0,South West Region,A Level or Equivalent,Fail
492403,EEE,68.64,1199.0,West Midlands Region,A Level or Equivalent,Pass
494427,EEE,85.0,1438.0,Scotland,HE Qualification,Distinction
494872,EEE,30.4,984.0,South Region,Lower Than A Level,Fail
496108,EEE,74.04,2354.0,East Anglian Region,Lower Than A Level,Pass
497361,EEE,61.400000000000006,1423.0,East Midlands Region,A Level or Equivalent,Fail
497580,EEE,86.16000000000001,1760.0,East Anglian Region,A Level or Equivalent,Pass
502929,EEE,63.48,1602.0,London Region,Lower Than A Level,Pass
503872,EEE,38.120000000000005,599.0,North Western Region,A Level or Equivalent,Fail
504062,EEE,77.64000000000001,498.0,Scotland,HE Qualification,Pass
504652,EEE,63.84,749.0,London Region,Lower Than A Level,Pass
504728,EEE,82.00000000000001,1099.0,South West Region,Lower Than A Level,Pass
505767,EEE,85.84,2180.0,Scotland,HE Qualification,Distinction
505855,EEE,92.6,1119.0,South West Region,A Level or Equivalent,Distinction
510266,EEE,93.2,2246.0,Scotland,A Level or Equivalent,Distinction
511199,EEE,59.96,778.0,South Region,A Level or Equivalent,Fail
511657,EEE,13.76,279.0,South Region,A Level or Equivalent,Fail
513672,EEE,91.76,1484.0,South West Region,Lower Than A Level,Pass
515125,EEE,52.88,556.0,London Region,A Level or Equivalent,Fail
516238,EEE,93.8,2544.0,South West Region,Lower Than A Level,Pass
518116,EEE,15.12,311.0,South Region,Lower Than A Level,Fail
519258,EEE,58.92,1203.0,South West Region,Lower Than A Level,Fail
522525,EEE,81.96000000000001,3916.0,East Midlands Region,Lower Than A Level,Pass
523061,EEE,58.84,1795.0,North Western Region,A Level or Equivalent,Pass
524386,EEE,14.72,295.0,West Midlands Region,A Level or Equivalent,Fail
525332,EEE,73.60000000000001,1338.0,London Region,Lower Than A Level,Fail
526051,EEE,86.08,5748.0,East Anglian Region,Lower Than A Level,Distinction
527771,EEE,15.36,1148.0,Yorkshire Region,Lower Than A Level,Fail
529304,EEE,57.400000000000006,423.0,London Region,A Level or Equivalent,Pass
531845,EEE,5.92,352.0,South Region,Lower Than A Level,Fail
532531,EEE,45.84,634.0,London Region,Lower Than A Level,Pass
538102,EEE,66.88,690.0,South Region,A Level or Equivalent,Fail
540509,EEE,92.76,2501.0,South East Region,Lower Than A Level,Pass
541003,EEE,36.64,1884.0,South Region,A Level or Equivalent,Pass
541999,EEE,12.8,157.0,North Western Region,A Level or Equivalent,Fail
542050,EEE,81.48000000000002,3286.0,West Midlands Region,HE Qualification,Pass
542524,EEE,83.68,1217.0,East Midlands Region,Lower Than A Level,Pass
543475,EEE,84.52000000000001,2748.0,South West Region,A Level or Equivalent,Pass
543924,EEE,14.4,239.0,South Region,A Level or Equivalent,Fail
543948,EEE,90.6,6051.0,South West Region,Lower Than A Level,Pass
544052,EEE,84.08000000000001,2299.0,Scotland,A Level or Equivalent,Pass
544295,EEE,13.44,385.0,South Region,A Level or Equivalent,Fail
548261,EEE,21.36,1159.0,East Anglian Region,Lower Than A Level,Fail
548992,EEE,30.360000000000003,163.0,London Region,A Level or Equivalent,Fail
550357,EEE,78.28,1399.0,South East Region,A Level or Equivalent,Pass
550812,EEE,79.12,1154.0,Scotland,A Level or Equivalent,Pass
552067,EEE,88.40000000000002,1317.0,London Region,HE Qualification,Distinction
555022,EEE,86.60000000000001,2644.0,North Region,Post Graduate Qualification,Pass
555756,EEE,91.72,1514.0,Scotland,Lower Than A Level,Distinction
557700,EEE,80.60000000000001,3597.0,North Region,Post Graduate Qualification,Pass
558122,EEE,8.96,289.0,Scotland,Post Graduate Qualification,Fail
559518,EEE,41.68000000000001,455.0,East Anglian Region,Lower Than A Level,Pass
559977,EEE,20.44,376.0,Yorkshire Region,Lower Than A Level,Fail
561271,EEE,26.880000000000003,1007.0,Ireland,Post Graduate Qualification,Fail
561363,EEE,80.64000000000001,2221.0,Scotland,Post Graduate Qualification,Pass
561559,EEE,85.88000000000001,3501.0,South Region,HE Qualification,Pass
561774,EEE,93.64,4412.0,Scotland,A Level or Equivalent,Distinction
562825,EEE,62.92,1505.0,East Midlands Region,HE Qualification,Pass
563230,EEE,91.36,1929.0,Yorkshire Region,HE Qualification,Distinction
565838,EEE,15.04,1112.0,East Midlands Region,A Level or Equivalent,Fail
566337,EEE,12.88,513.0,South West Region,HE Qualification,Fail
566422,EEE,83.80000000000001,4936.0,West Midlands Region,A Level or Equivalent,Pass
566871,EEE,14.08,1273.0,London Region,Lower Than A Level,Fail
571128,EEE,81.36000000000001,3357.0,Scotland,HE Qualification,Pass
571233,EEE,72.96000000000001,2333.0,South West Region,Lower Than A Level,Fail
571963,EEE,83.80000000000001,1014.0,North Region,A Level or Equivalent,Pass
573558,EEE,86.28,4320.0,North Region,A Level or Equivalent,Pass
574508,EEE,80.28,2511.0,North Western Region,HE Qualification,Pass
574523,EEE,92.24,847.0,South East Region,A Level or Equivalent,Pass
574637,EEE,89.96,3024.0,South Region,A Level or Equivalent,Pass
575162,EEE,70.48,576.0,Scotland,HE Qualification,Pass
575473,EEE,60.08,963.0,Scotland,HE Qualification,Pass
575777,EEE,74.32000000000001,1348.0,Yorkshire Region,Lower Than A Level,Pass
576876,EEE,90.88,2481.0,South East Region,Lower Than A Level,Distinction
577245,EEE,80.44,6281.0,South Region,Lower Than A Level,Pass
577460,EEE,86.32000000000001,3771.0,North Region,HE Qualification,Distinction
577562,EEE,74.52000000000001,2354.0,North Western Region,Lower Than A Level,Pass
578541,EEE,60.88,2691.0,East Midlands Region,A Level or Equivalent,Fail
578634,EEE,81.48,1236.0,South Region,Lower Than A Level,Pass
578958,EEE,57.32000000000001,3359.0,Wales,Lower Than A Level,Pass
581257,EEE,93.08,1401.0,South West Region,A Level or Equivalent,Pass
581269,EEE,70.0,1110.0,London Region,A Level or Equivalent,Pass
581676,EEE,88.80000000000001,2295.0,West Midlands Region,Lower Than A Level,Pass
583968,EEE,88.68,2179.0,South East Region,Lower Than A Level,Distinction
584698,EEE,10.56,344.0,Wales,Lower Than A Level,Fail
585393,EEE,93.84000000000002,15356.0,South West Region,A Level or Equivalent,Distinction
585397,EEE,86.44000000000001,5429.0,East Anglian Region,A Level or Equivalent,Distinction
585662,EEE,89.76,1513.0,North Western Region,A Level or Equivalent,Pass
587323,EEE,54.760000000000005,582.0,London Region,A Level or Equivalent,Pass
588274,EEE,96.92000000000002,13824.0,West Midlands Region,A Level or Equivalent,Distinction
588765,EEE,93.04,3436.0,South West Region,A Level or Equivalent,Pass
589033,EEE,79.92,2649.0,Scotland,HE Qualification,Pass
589223,EEE,76.24000000000001,999.0,London Region,A Level or Equivalent,Pass
589260,EEE,89.0,2215.0,North Western Region,Lower Than A Level,Pass
589828,EEE,59.16,639.0,East Anglian Region,Lower Than A Level,Pass
591398,EEE,93.44,1681.0,South Region,A Level or Equivalent,Distinction
592372,EEE,62.96000000000001,910.0,Yorkshire Region,Lower Than A Level,Pass
592593,EEE,70.60000000000001,563.0,South Region,A Level or Equivalent,Pass
592666,EEE,72.08000000000001,1968.0,East Midlands Region,Lower Than A Level,Pass
593123,EEE,32.52,1397.0,Wales,A Level or Equivalent,Fail
593733,EEE,92.96000000000002,2906.0,Scotland,HE Qualification,Distinction
594131,EEE,64.96000000000001,949.0,East Midlands Region,Lower Than A Level,Pass
594684,EEE,92.28,1948.0,Scotland,HE Qualification,Distinction
595100,EEE,88.92,1231.0,Scotland,Post Graduate Qualification,Pass
595808,EEE,53.28,571.0,East Anglian Region,Lower Than A Level,Fail
595992,EEE,77.44000000000001,2095.0,Yorkshire Region,Lower Than A Level,Pass
596347,EEE,79.92,753.0,Scotland,A Level or Equivalent,Pass
596947,EEE,74.84,1213.0,East Anglian Region,Lower Than A Level,Pass
597909,EEE,50.52000000000001,1357.0,London Region,Lower Than A Level,Pass
599056,EEE,73.72,545.0,West Midlands Region,HE Qualification,Pass
599263,EEE,43.760000000000005,653.0,Yorkshire Region,A Level or Equivalent,Fail
599341,EEE,88.56000000000002,3054.0,Scotland,A Level or Equivalent,Pass
599554,EEE,70.68,2152.0,South Region,HE Qualification,Pass
599937,EEE,72.72000000000001,1187.0,Wales,Lower Than A Level,Pass
600623,EEE,94.64,1447.0,South West Region,A Level or Equivalent,Distinction
600801,EEE,67.88,1103.0,Scotland,A Level or Equivalent,Pass
600814,EEE,83.12,3336.0,South West Region,Lower Than A Level,Pass
600987,EEE,80.96000000000001,1520.0,North Western Region,A Level or Equivalent,Pass
601043,EEE,78.2,2332.0,North Region,A Level or Equivalent,Pass
601054,EEE,72.96000000000001,1351.0,London Region,A Level or Equivalent,Pass
601211,EEE,95.92,2696.0,North Region,A Level or Equivalent,Distinction
601386,EEE,92.24,1802.0,South East Region,A Level or Equivalent,Pass
602107,EEE,34.480000000000004,811.0,London Region,HE Qualification,Fail
602721,EEE,94.4,2329.0,South Region,HE Qualification,Distinction
603531,EEE,61.48,1042.0,London Region,HE Qualification,Pass
603832,EEE,75.92000000000002,2162.0,South West Region,A Level or Equivalent,Pass
604172,EEE,93.0,2728.0,South Region,HE Qualification,Distinction
604270,EEE,83.32000000000001,1790.0,London Region,Lower Than A Level,Pass
604337,EEE,29.56,752.0,West Midlands Region,A Level or Equivalent,Fail
604502,EEE,86.20000000000002,1309.0,North Region,HE Qualification,Pass
604571,EEE,56.96000000000001,1219.0,East Midlands Region,Lower Than A Level,Pass
604789,EEE,81.36000000000001,1132.0,Yorkshire Region,Lower Than A Level,Pass
605367,EEE,83.4,5665.0,London Region,A Level or Equivalent,Pass
605688,EEE,87.32,3356.0,South Region,A Level or Equivalent,Pass
606127,EEE,57.8,1240.0,Yorkshire Region,A Level or Equivalent,Fail
606182,EEE,75.56,2574.0,Scotland,A Level or Equivalent,Pass
607570,EEE,6.5600000000000005,294.0,Wales,Lower Than A Level,Fail
